position,code,media,bucket,school
883,DJ8810944,8.77,CRAIOVA,"COLEGIUL NAȚIONAL PEDAGOGIC ""ȘTEFAN VELOVAN"" CRAIOVA"
884,DJ9437812,8.77,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""NICOLAE ROMANESCU"" CRAIOVA"
885,DJ8895349,8.77,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""GHEORGHE ȚIȚEICA"" CRAIOVA"
886,DJ10518035,8.77,NEAR_CRAIOVA,"ȘCOALA GIMNAZIALĂ ""ELIZA OPRAN"" IȘALNIȚA"
887,DJ9044134,8.77,FAR_TOWN,"ȘCOALA GIMNAZIALĂ NR. 5 ""AV. P. IVANOVICI"" BĂILEȘTI"
888,DJ9207337,8.75,CRAIOVA,"LICEUL TEORETIC ""TUDOR ARGHEZI"" CRAIOVA"
889,DJ9442783,8.75,CRAIOVA,"LICEUL TEORETIC ""HENRI COANDĂ"" CRAIOVA"
890,DJ9191300,8.75,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""GHEORGHE ȚIȚEICA"" CRAIOVA"
891,DJ8321417,8.75,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""ELENA FARAGO"" CRAIOVA"
892,DJ9286417,8.75,FAR_RURAL,"ȘCOALA GIMNAZIALĂ FĂRCAȘ"
893,DJ9615177,8.75,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIRCEA ELIADE"" CRAIOVA"
894,DJ9091684,8.75,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""NICOLAE ROMANESCU"" CRAIOVA"
895,DJ9362129,8.75,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIRCEA ELIADE"" CRAIOVA"
896,DJ269551,8.75,CRAIOVA,"COLEGIUL NAȚIONAL ""CAROL I"" CRAIOVA"
897,DJ10305314,8.75,FAR_RURAL,"ȘCOALA GIMNAZIALĂ NR. 1 MOȚĂȚEI"
898,DJ8898714,8.75,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""SF. GHEORGHE"" CRAIOVA"
899,DJ9313660,8.75,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""NICOLAE ROMANESCU"" CRAIOVA"
900,DJ8590035,8.75,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIHAI VITEAZUL"" CRAIOVA"
901,DJ9753604,8.75,FAR_TOWN,"ȘCOALA GIMNAZIALĂ FILIAȘI"
902,DJ9181169,8.75,CRAIOVA,"COLEGIUL NAȚIONAL ""CAROL I"" CRAIOVA"
903,DJ9450881,8.75,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""SF. DUMITRU"" CRAIOVA"
904,DJ8148639,8.75,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""TRAIAN"" CRAIOVA"
905,DJ8896320,8.75,CRAIOVA,"COLEGIUL NAȚIONAL ""FRAȚII BUZEȘTI"" CRAIOVA"
906,DJ8840476,8.72,CRAIOVA,"COLEGIUL NAȚIONAL PEDAGOGIC ""ȘTEFAN VELOVAN"" CRAIOVA"
907,DJ8444088,8.72,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""ALEXANDRU MACEDONSKI"" CRAIOVA"
908,DJ8014550,8.72,FAR_TOWN,"LICEUL TEORETIC ""INDEPENDENȚA"" CALAFAT"
909,DJ8418136,8.72,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""ALEXANDRU MACEDONSKI"" CRAIOVA"
910,DJ9473871,8.72,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""SF. GHEORGHE"" CRAIOVA"
911,DJ8629208,8.72,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""SF. DUMITRU"" CRAIOVA"
912,DJ9496613,8.72,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""ION ȚUCULESCU"" CRAIOVA"
913,DJ12615347,8.72,NEAR_CRAIOVA,"ȘCOALA GIMNAZIALĂ ""ELIZA OPRAN"" IȘALNIȚA"
914,DJ12233601,8.72,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""GHEORGHE ȚIȚEICA"" CRAIOVA"
915,DJ8456537,8.72,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIHAI VITEAZUL"" CRAIOVA"
916,DJ9161135,8.72,FAR_RURAL,"ȘCOALA GIMNAZIALĂ GALICEA MARE"
917,DJ8843776,8.72,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""ALEXANDRU MACEDONSKI"" CRAIOVA"
918,DJ8322043,8.72,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""SF. DUMITRU"" CRAIOVA"
919,DJ9072358,8.72,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIHAI VITEAZUL"" CRAIOVA"
920,DJ8056634,8.72,FAR_TOWN,"LICEUL TEORETIC ""INDEPENDENȚA"" CALAFAT"
921,DJ9072736,8.72,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""GHEORGHE ȚIȚEICA"" CRAIOVA"
922,DJ12617741,8.72,CRAIOVA,"COLEGIUL NAȚIONAL PEDAGOGIC ""ȘTEFAN VELOVAN"" CRAIOVA"
923,DJ12618446,8.72,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIHAI VITEAZUL"" CRAIOVA"
924,DJ8413134,8.72,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""GHEORGHE ȚIȚEICA"" CRAIOVA"
925,DJ9547835,8.72,FAR_RURAL,"ȘCOALA PROFESIONALĂ ""CONSTANTIN ARGETOIANU"" ARGETOAIA"
926,DJ9087647,8.70,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""NICOLAE BĂLCESCU"" CRAIOVA"
927,DJ12616154,8.70,CRAIOVA,"COLEGIUL NAȚIONAL ""CAROL I"" CRAIOVA"
928,DJ10108831,8.70,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""NICOLAE BĂLCESCU"" CRAIOVA"
929,DJ9260877,8.70,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""ION ȚUCULESCU"" CRAIOVA"
930,DJ8321421,8.70,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIHAI VITEAZUL"" CRAIOVA"
931,DJ8856177,8.70,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""SF. DUMITRU"" CRAIOVA"
932,DJ9448177,8.70,CRAIOVA,"COLEGIUL NAȚIONAL PEDAGOGIC ""ȘTEFAN VELOVAN"" CRAIOVA"
933,DJ9096761,8.70,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""ALEXANDRU MACEDONSKI"" CRAIOVA"
934,DJ9190955,8.70,CRAIOVA_VOCATIONAL,"LICEUL CU PROGRAM SPORTIV ""PETRACHE TRIȘCU"" CRAIOVA"
935,DJ12209219,8.70,CRAIOVA,"COLEGIUL NAȚIONAL PEDAGOGIC ""ȘTEFAN VELOVAN"" CRAIOVA"
936,DJ7978206,8.70,FAR_RURAL,"LICEUL TEORETIC ""ADRIAN PĂUNESCU"" BÂRCA"
937,DJ9447609,8.70,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIHAI VITEAZUL"" CRAIOVA"
938,DJ9458812,8.70,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""GHEORGHE ȚIȚEICA"" CRAIOVA"
939,DJ9445027,8.70,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""SF. GHEORGHE"" CRAIOVA"
940,DJ9055338,8.70,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""TRAIAN"" CRAIOVA"
941,DJ12616722,8.70,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""TRAIAN"" CRAIOVA"
942,DJ12616801,8.70,CRAIOVA,"COLEGIUL NAȚIONAL ""CAROL I"" CRAIOVA"
943,DJ9589136,8.70,CRAIOVA,"COLEGIUL NAȚIONAL PEDAGOGIC ""ȘTEFAN VELOVAN"" CRAIOVA"
944,DJ8250297,8.70,CRAIOVA,"COLEGIUL NAȚIONAL ""FRAȚII BUZEȘTI"" CRAIOVA"
945,DJ8940862,8.70,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""TRAIAN"" CRAIOVA"
946,DJ9426385,8.70,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""GHEORGHE ȚIȚEICA"" CRAIOVA"
947,DJ10742874,8.70,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""NICOLAE BĂLCESCU"" CRAIOVA"
948,DJ9437071,8.67,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""NICOLAE ROMANESCU"" CRAIOVA"
949,DJ8894649,8.67,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIRCEA ELIADE"" CRAIOVA"
950,DJ9189019,8.67,FAR_TOWN,"LICEUL TEORETIC ""CONSTANTIN BRÂNCOVEANU"" DĂBULENI"
951,DJ9037709,8.67,NEAR_CRAIOVA,"ȘCOALA GIMNAZIALĂ ""CONSTANTIN GHEORGHIȚĂ"" PODARI"
952,DJ9477746,8.67,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""SF. DUMITRU"" CRAIOVA"
953,DJ10963887,8.67,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIHAI VITEAZUL"" CRAIOVA"
954,DJ9428660,8.67,FAR_RURAL,"ȘCOALA GIMNAZIALĂ ""PETRACHE POENARU"" BRĂDEȘTI"
955,DJ10421477,8.67,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIHAI EMINESCU"" CRAIOVA"
956,DJ9729089,8.67,CRAIOVA,"LICEUL ""MATEI BASARAB"" CRAIOVA"
957,DJ8591686,8.67,FAR_TOWN,"LICEUL TEORETIC BECHET"
958,DJ8830941,8.67,NEAR_CRAIOVA,"ȘCOALA GIMNAZIALĂ BUCOVĂȚ"
959,DJ8764405,8.67,CRAIOVA,"LICEUL TEORETIC ""TUDOR ARGHEZI"" CRAIOVA"
960,DJ8897058,8.67,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""GHEORGHE ȚIȚEICA"" CRAIOVA"
961,DJ10972925,8.67,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""GHEORGHE ȚIȚEICA"" CRAIOVA"
962,DJ8686016,8.67,FAR_TOWN,"LICEUL TEHNOLOGIC SEGARCEA"
963,DJ9261248,8.67,CRAIOVA_VOCATIONAL,"LICEUL CU PROGRAM SPORTIV ""PETRACHE TRIȘCU"" CRAIOVA"
964,DJ9496033,8.67,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""ION ȚUCULESCU"" CRAIOVA"
965,DJ8629013,8.67,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIRCEA ELIADE"" CRAIOVA"
966,DJ8892657,8.67,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""GHEORGHE ȚIȚEICA"" CRAIOVA"
967,DJ9094809,8.67,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""TRAIAN"" CRAIOVA"
968,DJ9455488,8.67,CRAIOVA,"COLEGIUL NAȚIONAL PEDAGOGIC ""ȘTEFAN VELOVAN"" CRAIOVA"
969,DJ9549284,8.67,CRAIOVA,"COLEGIUL NAȚIONAL ""FRAȚII BUZEȘTI"" CRAIOVA"
970,DJ12559608,8.67,CRAIOVA,"COLEGIUL NAȚIONAL ""FRAȚII BUZEȘTI"" CRAIOVA"
971,DJ8849822,8.67,FAR_TOWN,"LICEUL TEHNOLOGIC SEGARCEA"
972,DJ8630070,8.67,CRAIOVA,"COLEGIUL NAȚIONAL ""FRAȚII BUZEȘTI"" CRAIOVA"
973,DJ9747310,8.67,FAR_TOWN,"ȘCOALA GIMNAZIALĂ FILIAȘI"
974,DJ9279045,8.67,FAR_TOWN,"ȘCOALA GIMNAZIALĂ NR. 1 POIANA MARE"
975,DJ9014491,8.67,CRAIOVA,"COLEGIUL NAȚIONAL ""FRAȚII BUZEȘTI"" CRAIOVA"
976,DJ9443484,8.67,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIHAI EMINESCU"" CRAIOVA"
977,DJ9759881,8.65,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""NICOLAE BĂLCESCU"" CRAIOVA"
978,DJ268601,8.65,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""GHEORGHE ȚIȚEICA"" CRAIOVA"
979,DJ9451280,8.65,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""GHEORGHE BIBESCU"" CRAIOVA"
980,DJ9592901,8.65,CRAIOVA,"COLEGIUL NAȚIONAL ""ELENA CUZA"" CRAIOVA"
981,DJ12131952,8.65,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIRCEA ELIADE"" CRAIOVA"
982,DJ8954442,8.65,CRAIOVA,"ȘCOALA ROMÂNO-BRITANICĂ CRAIOVA"
983,DJ9343810,8.65,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIHAI EMINESCU"" CRAIOVA"
984,DJ9362168,8.65,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""GHEORGHE ȚIȚEICA"" CRAIOVA"
985,DJ9471773,8.65,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIHAI VITEAZUL"" CRAIOVA"
986,DJ12616200,8.65,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""ALEXANDRU MACEDONSKI"" CRAIOVA"
987,DJ8865956,8.65,CRAIOVA,"COLEGIUL NAȚIONAL PEDAGOGIC ""ȘTEFAN VELOVAN"" CRAIOVA"
988,DJ9189842,8.65,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIHAI VITEAZUL"" CRAIOVA"
989,DJ9446084,8.65,CRAIOVA,"COLEGIUL NAȚIONAL ""CAROL I"" CRAIOVA"
990,DJ9447209,8.65,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""DECEBAL"" CRAIOVA"
991,DJ12086545,8.65,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIRCEA ELIADE"" CRAIOVA"
992,DJ12112956,8.65,FAR_TOWN,"ȘCOALA GIMNAZIALĂ NR. 2 POIANA MARE"
993,DJ9450593,8.65,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""NICOLAE BĂLCESCU"" CRAIOVA"
994,DJ9072323,8.65,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""GHEORGHE ȚIȚEICA"" CRAIOVA"
995,DJ8895521,8.65,FAR_TOWN,"LICEUL TEORETIC AMĂRĂȘTII DE JOS"
996,DJ11093620,8.65,CRAIOVA,"COLEGIUL NAȚIONAL ""FRAȚII BUZEȘTI"" CRAIOVA"
997,DJ9878069,8.65,FAR_TOWN,"ȘCOALA GIMNAZIALĂ NR. 3 BĂILEȘTI"
998,DJ9075565,8.65,CRAIOVA,"COLEGIUL NAȚIONAL ""CAROL I"" CRAIOVA"
999,DJ9416941,8.65,FAR_RURAL,"ȘCOALA GIMNAZIALĂ VALEA FÂNTÂNILOR"
1000,DJ12241929,8.65,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIRCEA ELIADE"" CRAIOVA"
1001,DJ9688026,8.62,FAR_TOWN,"LICEUL TEORETIC ""GH. VASILICHI"" CETATE"
1002,DJ9441614,8.62,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""GHEORGHE ȚIȚEICA"" CRAIOVA"
1003,DJ12345751,8.62,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""SF. DUMITRU"" CRAIOVA"
1004,DJ12192191,8.62,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""ALEXANDRU MACEDONSKI"" CRAIOVA"
1005,DJ10279092,8.62,FAR_RURAL,"ȘCOALA GIMNAZIALĂ UNIREA"
1006,DJ8930080,8.62,CRAIOVA,"COLEGIUL NAȚIONAL ""ELENA CUZA"" CRAIOVA"
1007,DJ9437003,8.62,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""SF. DUMITRU"" CRAIOVA"
1008,DJ9436377,8.62,CRAIOVA,"COLEGIUL NAȚIONAL ""CAROL I"" CRAIOVA"
1009,DJ8842327,8.62,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""SF. GHEORGHE"" CRAIOVA"
1010,DJ9587225,8.62,CRAIOVA,"COLEGIUL NAȚIONAL PEDAGOGIC ""ȘTEFAN VELOVAN"" CRAIOVA"
1011,DJ9748341,8.62,FAR_TOWN,"ȘCOALA GIMNAZIALĂ FILIAȘI"
1012,DJ8943412,8.62,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""NICOLAE BĂLCESCU"" CRAIOVA"
1013,DJ9492561,8.62,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIRCEA ELIADE"" CRAIOVA"
1014,DJ8896118,8.62,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""ALEXANDRU MACEDONSKI"" CRAIOVA"
1015,DJ8862250,8.62,CRAIOVA,"COLEGIUL NAȚIONAL ""CAROL I"" CRAIOVA"
1016,DJ12234884,8.62,CRAIOVA,"LICEUL TEORETIC ""TUDOR ARGHEZI"" CRAIOVA"
1017,DJ12416231,8.62,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""TERRAVEDA"" CRAIOVA"
1018,DJ9386182,8.62,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""GHEORGHE ȚIȚEICA"" CRAIOVA"
1019,DJ9450515,8.62,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIRCEA ELIADE"" CRAIOVA"
1020,DJ9092471,8.62,CRAIOVA,"COLEGIUL NAȚIONAL ""ELENA CUZA"" CRAIOVA"
1021,DJ10050181,8.62,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""GHEORGHE ȚIȚEICA"" CRAIOVA"
1022,DJ8548238,8.60,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""NICOLAE BĂLCESCU"" CRAIOVA"
1023,DJ9437736,8.60,CRAIOVA,"COLEGIUL NAȚIONAL ""FRAȚII BUZEȘTI"" CRAIOVA"
1024,DJ9441696,8.60,NEAR_CRAIOVA,"ȘCOALA GIMNAZIALĂ VÂRVORU DE JOS"
1025,DJ9990294,8.60,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""SF. DUMITRU"" CRAIOVA"
1026,DJ9210051,8.60,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""GHEORGHE ȚIȚEICA"" CRAIOVA"
1027,DJ9435311,8.60,CRAIOVA,"LICEUL ENERGETIC CRAIOVA"
1028,DJ8854860,8.60,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""ALEXANDRU MACEDONSKI"" CRAIOVA"
1029,DJ9088942,8.60,CRAIOVA,"COLEGIUL NAȚIONAL ""CAROL I"" CRAIOVA"
1030,DJ10919806,8.60,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""GHEORGHE ȚIȚEICA"" CRAIOVA"
1031,DJ9354754,8.60,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""ION CREANGĂ"" CRAIOVA"
1032,DJ9445568,8.60,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""SF. GHEORGHE"" CRAIOVA"
1033,DJ9748603,8.60,CRAIOVA,"ȘCOALA ROMÂNO-BRITANICĂ CRAIOVA"
1034,DJ7896738,8.60,CRAIOVA,"COLEGIUL NAȚIONAL ""FRAȚII BUZEȘTI"" CRAIOVA"
1035,DJ8763194,8.60,CRAIOVA,"LICEUL TEORETIC ""TUDOR ARGHEZI"" CRAIOVA"
1036,DJ9444661,8.60,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""NICOLAE BĂLCESCU"" CRAIOVA"
1037,DJ12150669,8.60,FAR_RURAL,"ȘCOALA GIMNAZIALĂ BRALOȘTIȚA"
1038,DJ7897391,8.60,CRAIOVA,"COLEGIUL NAȚIONAL ""FRAȚII BUZEȘTI"" CRAIOVA"
1039,DJ8070543,8.60,FAR_TOWN,"LICEUL TEORETIC ""INDEPENDENȚA"" CALAFAT"
1040,DJ9875647,8.60,FAR_TOWN,"ȘCOALA GIMNAZIALĂ NR. 5 ""AV. P. IVANOVICI"" BĂILEȘTI"
1041,DJ269301,8.60,CRAIOVA,"LICEUL TEORETIC ""HENRI COANDĂ"" CRAIOVA"
1042,DJ9663014,8.60,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""SF. DUMITRU"" CRAIOVA"
1043,DJ9435702,8.60,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIRCEA ELIADE"" CRAIOVA"
1044,DJ12241937,8.60,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIRCEA ELIADE"" CRAIOVA"
1045,DJ9190829,8.60,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIHAI VITEAZUL"" CRAIOVA"
1046,DJ11171138,8.60,CRAIOVA,"LICEUL TEORETIC ""HENRI COANDĂ"" CRAIOVA"
1047,DJ9632146,8.57,FAR_RURAL,"ȘCOALA GIMNAZIALĂ NR. 1 MÂRȘANI"
1048,DJ8249768,8.57,CRAIOVA,"COLEGIUL NAȚIONAL ""FRAȚII BUZEȘTI"" CRAIOVA"
1049,DJ10572365,8.57,CRAIOVA,"COLEGIUL NAȚIONAL ""ELENA CUZA"" CRAIOVA"
1050,DJ11011527,8.57,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIHAI VITEAZUL"" CRAIOVA"
1051,DJ8738588,8.57,FAR_TOWN,"LICEUL TEHNOLOGIC SEGARCEA"
1052,DJ10968219,8.57,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""GHEORGHE ȚIȚEICA"" CRAIOVA"
1053,DJ9446900,8.57,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""SF. GHEORGHE"" CRAIOVA"
1054,DJ9438874,8.57,CRAIOVA,"COLEGIUL NAȚIONAL ""FRAȚII BUZEȘTI"" CRAIOVA"
1055,DJ9033666,8.57,FAR_RURAL,"ȘCOALA PROFESIONALĂ DANEȚI"
1056,DJ234701,8.57,CRAIOVA,"LICEUL ""MATEI BASARAB"" CRAIOVA"
1057,DJ7897065,8.57,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""SF. DUMITRU"" CRAIOVA"
1058,DJ9356693,8.57,NEAR_CRAIOVA,"ȘCOALA GIMNAZIALĂ BREASTA"
1059,DJ9453618,8.57,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIHAI EMINESCU"" CRAIOVA"
1060,DJ9679412,8.57,FAR_RURAL,"ȘCOALA GIMNAZIALĂ ""NICOLAE CARAȘ"" CIUPERCENII NOI"
1061,DJ9440191,8.57,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""GHEORGHE ȚIȚEICA"" CRAIOVA"
1062,DJ8845916,8.57,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""SF. GHEORGHE"" CRAIOVA"
1063,DJ8448050,8.57,CRAIOVA,"ȘCOALA GIMNAZIALĂ NR. 38 CRAIOVA"
1064,DJ8783833,8.57,CRAIOVA,"COLEGIUL NAȚIONAL ""FRAȚII BUZEȘTI"" CRAIOVA"
1065,DJ9549097,8.55,CRAIOVA,"COLEGIUL NAȚIONAL ""CAROL I"" CRAIOVA"
1066,DJ9438207,8.55,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""NICOLAE ROMANESCU"" CRAIOVA"
1067,DJ8854258,8.55,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIHAI VITEAZUL"" CRAIOVA"
1068,DJ9592345,8.55,CRAIOVA,"LICEUL ENERGETIC CRAIOVA"
1069,DJ9901530,8.55,CRAIOVA,"COLEGIUL NAȚIONAL ""CAROL I"" CRAIOVA"
1070,DJ9447099,8.55,CRAIOVA,"LICEUL ENERGETIC CRAIOVA"
1071,DJ8013908,8.55,CRAIOVA,"COLEGIUL NAȚIONAL ""CAROL I"" CRAIOVA"
1072,DJ12234861,8.55,CRAIOVA,"COLEGIUL NAȚIONAL ""FRAȚII BUZEȘTI"" CRAIOVA"
1073,DJ234601,8.55,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""GHEORGHE ȚIȚEICA"" CRAIOVA"
1074,DJ8014054,8.55,FAR_TOWN,"LICEUL TEORETIC ""INDEPENDENȚA"" CALAFAT"
1075,DJ8031170,8.55,FAR_TOWN,"ȘCOALA GIMNAZIALĂ ""GHEORGHE BRĂESCU"" CALAFAT"
1076,DJ9445398,8.55,CRAIOVA,"COLEGIUL NAȚIONAL ""CAROL I"" CRAIOVA"
1077,DJ8888528,8.55,FAR_TOWN,"ȘCOALA GIMNAZIALĂ NR. 1 POIANA MARE"
1078,DJ3767601,8.55,CRAIOVA,"COLEGIUL NAȚIONAL ""ELENA CUZA"" CRAIOVA"
1079,DJ9533457,8.55,FAR_TOWN,"LICEUL TEHNOLOGIC SEGARCEA"
1080,DJ11182829,8.55,CRAIOVA,"COLEGIUL NAȚIONAL ""FRAȚII BUZEȘTI"" CRAIOVA"
1081,DJ9340698,8.55,NEAR_CRAIOVA,"ȘCOALA GIMNAZIALĂ ""ELIZA OPRAN"" IȘALNIȚA"
1082,DJ9449473,8.55,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""TRAIAN"" CRAIOVA"
1083,DJ9269450,8.52,FAR_TOWN,"ȘCOALA GIMNAZIALĂ NR. 2 POIANA MARE"
1084,DJ9093002,8.52,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""NICOLAE ROMANESCU"" CRAIOVA"
1085,DJ12378962,8.52,FAR_TOWN,"ȘCOALA GIMNAZIALĂ FILIAȘI"
1086,DJ12614671,8.52,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""TRAIAN"" CRAIOVA"
1087,DJ9438831,8.52,CRAIOVA,"LICEUL TEORETIC ""HENRI COANDĂ"" CRAIOVA"
1088,DJ9758016,8.52,NEAR_CRAIOVA,"ȘCOALA GIMNAZIALĂ ""CONSTANTIN GHEORGHIȚĂ"" PODARI"
1089,DJ8846379,8.52,CRAIOVA,"COLEGIUL NAȚIONAL ""ELENA CUZA"" CRAIOVA"
1090,DJ9484533,8.52,CRAIOVA,"LICEUL TEORETIC ""TUDOR ARGHEZI"" CRAIOVA"
1091,DJ10865021,8.52,CRAIOVA,"COLEGIUL NAȚIONAL ""CAROL I"" CRAIOVA"
1092,DJ12083802,8.52,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""SF. GHEORGHE"" CRAIOVA"
1093,DJ9424302,8.52,FAR_RURAL,"ȘCOALA GIMNAZIALĂ APELE VII"
1094,DJ9446499,8.52,CRAIOVA,"COLEGIUL NAȚIONAL ""FRAȚII BUZEȘTI"" CRAIOVA"
1095,DJ10292538,8.52,FAR_RURAL,"ȘCOALA GIMNAZIALĂ UNIREA"
1096,DJ9437581,8.52,CRAIOVA,"COLEGIUL NAȚIONAL ""ELENA CUZA"" CRAIOVA"
1097,DJ12409858,8.52,CRAIOVA,"COLEGIUL NAȚIONAL ""CAROL I"" CRAIOVA"
1098,DJ266401,8.52,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""GHEORGHE ȚIȚEICA"" CRAIOVA"
1099,DJ12619194,8.52,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""GHEORGHE ȚIȚEICA"" CRAIOVA"
1100,DJ9453623,8.52,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""TRAIAN"" CRAIOVA"
1101,DJ8819302,8.50,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""MIRCEA ELIADE"" CRAIOVA"
1102,DJ9447081,8.50,CRAIOVA,"COLEGIUL NAȚIONAL ""CAROL I"" CRAIOVA"
1103,DJ12421466,8.50,CRAIOVA,"COLEGIUL NAȚIONAL ""ELENA CUZA"" CRAIOVA"
1104,DJ13143494,8.50,CRAIOVA,"COLEGIUL NAȚIONAL ""CAROL I"" CRAIOVA"
1105,DJ8044077,8.50,NEAR_CRAIOVA,"ȘCOALA GIMNAZIALĂ GOIEȘTI"
1106,DJ9073945,8.50,CRAIOVA,"ȘCOALA GIMNAZIALĂ ""ION CREANGĂ"" CRAIOVA"
